-4.319979454612510317e-01,-5.587510832389772641e-01,-5.670363375442389886e-01,-3.514238585244984225e-01,3.431037473422284823e-01,-3.377366709118653221e-01,7.498220812032685423e-02,-3.800596354067456994e-01,-3.558005890834830542e-01,-3.732768284370445167e-01,3.696223728523223562e-02,-2.087001451188351953e-01,-5.759533382416299752e-01,9.651685190850020635e-02,-3.844320397488483476e-02,3.297093989251863311e-02,-1.668315469767911174e-01,-4.673230195461161030e-01,3.560536385832706596e+00,-4.138486658575160071e-01,-3.820287239802084844e-01,-3.980828373029797196e-01,-3.980828373029798861e-01,-2.339366755325129055e-01,-2.709570473691135239e-01,-9.759000729485339809e-02,-2.394923975386330228e-01,3.444919421577126162e-01
-4.304236468742513866e-01,2.862521081943364964e-01,-6.859892523374355733e-01,-4.130748386516838733e-01,-5.614870091572001787e-01,-5.915494771528191364e-01,-6.761150330416317022e-02,-1.753355354000885602e-01,-4.467154646746939739e-01,6.946869323848526845e-01,1.114152684553282834e-02,-2.751718217087364970e-01,1.215087858355219819e+00,-2.887208341162272873e-01,-4.022404402944548263e-01,-4.648086952517455073e-01,-5.170853290559419557e-01,-4.673230195461161030e-01,-2.808565596967274591e-01,2.416342210329367468e+00,-3.820287239802084844e-01,-3.980828373029797196e-01,-3.980828373029798861e-01,-2.339366755325129055e-01,-2.709570473691135239e-01,-9.759000729485339809e-02,-2.394923975386330228e-01,-6.481303511878131474e-01
-3.233340078139207985e-01,1.023964437976781383e+00,-1.052461288273449425e+00,-3.289657226355153785e-01,-7.765126807841132850e-01,6.098311390543623700e-01,6.667461105319604231e-01,2.694120564250478411e-01,4.698211794151301024e-02,8.478339695117851349e-01,1.528072470227853120e-02,-7.445851700563597964e-02,3.532984847886213361e-03,-2.154287586303907931e-01,-4.089156189425202648e-01,-4.736189542808476038e-01,-8.937022990335237171e-01,-4.673230195461161030e-01,-2.808565596967274591e-01,-4.138486658575160071e-01,-3.820287239802084844e-01,2.512039973325699727e+00,-3.980828373029798861e-01,-2.339366755325129055e-01,-2.709570473691135239e-01,-9.759000729485339809e-02,-2.394923975386330228e-01,-5.544063578247161450e-01
-3.507877839634954142e-01,6.764963206695557840e-01,-4.715786827836924155e-01,-2.990236079596568231e-01,1.218035790513806615e+00,-2.393174683214054771e-02,-2.483338987681612750e-02,-4.363059167097545488e-01,-2.784235843111819153e-01,-9.359439104463795900e-01,9.826178649703772028e-02,-2.702383769618297849e-01,-9.526650755788351743e-01,-3.105267408723439426e-01,-1.652715982881293177e-01,-4.896446907813013782e-02,-4.643589532590806090e-01,-4.673230195461161030e-01,-2.808565596967274591e-01,-4.138486658575160071e-01,-3.820287239802084844e-01,-3.980828373029797196e-01,-3.980828373029798861e-01,-2.339366755325129055e-01,-2.709570473691135239e-01,-9.759000729485339809e-02,4.175497887521384399e+00,1.034641347831425806e+00
-1.567072585543314578e-01,-5.706722900890738304e-01,-6.281703762881812869e-01,-2.300499515889405100e-01,2.427257906783961833e-02,1.883480547512026704e-01,-3.242801838682451976e-01,-1.467198425308969545e-01,2.730273004223927047e-01,1.946623195022328112e-01,5.115377279407466726e-02,-4.875267332438501522e-02,-1.811116765617072633e-01,8.081785619804899429e-03,-2.442532881394722521e-02,4.882940614490224873e-02,-1.781300560761186480e-01,-4.673230195461161030e-01,-2.808565596967274591e-01,-4.138486658575160071e-01,-3.820287239802084844e-01,-3.980828373029797196e-01,-3.980828373029798861e-01,4.274661071094100429e+00,-2.709570473691135239e-01,-9.759000729485339809e-02,-2.394923975386330228e-01,-9.335625127936079126e-01
-2.685104595895719815e-01,-5.776847647067777647e-01,9.314041268588779676e-01,-2.239793504612233865e-01,-3.168026242024366557e-01,-4.623602970356053832e-01,-2.268411477281770117e-01,-3.175681285844200175e-01,-4.727976011147955737e-01,1.098761744864840795e+00,1.705466664088383863e-02,-2.499852880008442135e-01,-2.867282106944749609e-01,-5.551877575220200145e-02,-1.919723128803914880e-01,-2.022629761845051999e-01,-7.430555110424909016e-01,2.139847510553268606e+00,-2.808565596967274591e-01,-4.138486658575160071e-01,-3.820287239802084844e-01,-3.980828373029797196e-01,-3.980828373029798861e-01,-2.339366755325129055e-01,-2.709570473691135239e-01,-9.759000729485339809e-02,-2.394923975386330228e-01,-9.430675404224070357e-02
-4.001448448017604909e-01,-8.301338509441162916e-01,-6.685479021045410697e-01,-3.344990313056853681e-01,-4.947549041695373795e-01,-5.365936206936414710e-01,-4.644973334356602979e-01,2.446903460939648528e-02,-4.946569154645948929e-01,-3.730255646714346618e-01,1.882860857948914085e-02,1.883123295138178499e-01,-1.633355559075439223e-01,8.724437006469842881e-01,3.293591395335245808e-01,3.122561511150528379e-01,2.650263388455519120e+00,-4.673230195461161030e-01,-2.808565596967274591e-01,2.416342210329367468e+00,-3.820287239802084844e-01,-3.980828373029797196e-01,-3.980828373029798861e-01,-2.339366755325129055e-01,-2.709570473691135239e-01,-9.759000729485339809e-02,-2.394923975386330228e-01,-1.078408684354757563e+00
-1.903182222605705465e-01,-5.492842425050771249e-01,-1.046791566084912806e-01,-2.536933454547858902e-01,-1.414175017332890860e+00,-3.884992321600561072e-01,-5.643129314328033663e-01,-7.654449596438725467e-02,-3.364252877279790832e-01,-5.612551794859644838e-01,2.178517847716464340e-02,6.160069601431832770e-02,-2.487289495517356896e-01,-1.130621408030653974e-01,1.190910121194610483e-01,1.977227837367265262e-01,3.378351927931680931e-01,-4.673230195461161030e-01,-2.808565596967274591e-01,-4.138486658575160071e-01,2.617604219864392068e+00,-3.980828373029797196e-01,-3.980828373029798861e-01,-2.339366755325129055e-01,-2.709570473691135239e-01,-9.759000729485339809e-02,-2.394923975386330228e-01,2.142288542122570583e+00
-3.067494255649058643e-01,3.044845422003665814e-01,-3.839065443686152101e-01,-3.383644372358460828e-01,-8.432447857717760842e-01,1.191263803218516187e-01,9.994647705224369849e-01,-1.485447972127568461e-01,-2.206702821938143211e-01,4.821748652863708795e-01,1.981413187871430143e-02,-3.512507328057721256e-01,-1.753380420487515579e-01,-1.857484966567876095e-01,-7.440095870754086516e-01,-6.780169637560145013e-01,-1.161100347717606507e+00,-4.673230195461161030e-01,-2.808565596967274591e-01,-4.138486658575160071e-01,2.617604219864392068e+00,-3.980828373029797196e-01,-3.980828373029798861e-01,-2.339366755325129055e-01,-2.709570473691135239e-01,-9.759000729485339809e-02,-2.394923975386330228e-01,-7.375941630344055033e-01
-1.500351571317608546e-01,-2.786027222617085686e-01,-7.866883755403499823e-01,-2.781856154811233606e-01,-2.945585892065490374e-01,-2.146759163707967488e-01,4.884002769250361115e-02,-3.762865472881569140e-01,-3.351832812308314091e-01,3.784708985560173988e-01,3.183751612926135482e-02,-3.520296977658099458e-01,-7.671021860194596198e-02,-1.948342911385028409e-01,-3.928951901871631236e-01,-4.128281669800434872e-01,-8.861699596339720486e-01,2.139847510553268606e+00,-2.808565596967274591e-01,-4.138486658575160071e-01,-3.820287239802084844e-01,-3.980828373029797196e-01,-3.980828373029798861e-01,-2.339366755325129055e-01,-2.709570473691135239e-01,-9.759000729485339809e-02,-2.394923975386330228e-01,-6.566507142208218850e-01
